epoch,step,train_loss
0,49,0.821557343006134
0,99,0.9376189708709717
0,149,0.64579176902771
0,199,0.25555816292762756
0,249,0.15969577431678772
0,299,0.7859010696411133
0,349,0.46272021532058716
0,399,0.25442540645599365
0,449,0.8764970302581787
0,499,0.22940248250961304
0,549,0.1234009861946106
0,599,0.11652994155883789
0,649,0.3873041570186615
0,699,0.14589810371398926
0,749,0.07700440287590027
0,799,0.17960801720619202
0,849,0.02500865049660206
0,899,0.2982233762741089
0,949,0.2590394616127014
0,999,0.13926909863948822
0,1049,0.5061030983924866
0,1099,0.5721070766448975
0,1149,0.21974556148052216
0,1199,0.1819331794977188
0,1249,0.236768901348114
0,1299,0.5191212296485901
0,1349,0.1528960019350052
0,1399,0.1359674483537674
0,1449,0.15433500707149506
0,1499,0.14803065359592438
0,1549,0.12668903172016144
0,1599,0.9038386344909668
0,1649,0.190593421459198
0,1699,0.16251134872436523
0,1749,0.13374389708042145
0,1799,0.2051597237586975
0,1849,0.13955390453338623
0,1899,0.6804934740066528
0,1949,0.25032278895378113
0,1999,1.770501971244812
0,2049,0.7712792754173279
0,2099,0.028515277430415154
0,2149,0.3855510354042053
0,2199,0.17683540284633636
0,2249,0.2866099774837494
0,2299,0.11647851765155792
0,2349,0.443183034658432
0,2399,0.22089630365371704
0,2449,0.3203413784503937
0,2499,0.6050307750701904
0,2549,0.051244787871837616
0,2599,0.09256560355424881
0,2649,0.6445906758308411
0,2699,0.15524199604988098
0,2749,0.23764948546886444
0,2799,0.6637958288192749
0,2849,0.2651791274547577
0,2899,0.2833983302116394
0,2949,0.2106698453426361
0,2999,0.500895619392395
0,3049,0.2090265154838562
0,3099,0.23673602938652039
0,3149,0.8516085147857666
0,3199,0.1158159077167511
0,3249,0.0880073755979538
0,3299,0.2532123923301697
0,3349,0.08774809539318085
0,3399,0.06542297452688217
0,3449,0.2054636925458908
0,3499,0.1007746011018753
0,3549,0.2959659993648529
0,3599,0.4343842566013336
0,3649,0.3489932417869568
0,3699,1.004050612449646
0,3749,0.3504939675331116
1,3799,0.27817898988723755
1,3849,0.21417279541492462
1,3899,0.126628577709198
1,3949,0.13918167352676392
1,3999,0.219517320394516
1,4049,0.5755529999732971
1,4099,0.41589054465293884
1,4149,1.234256625175476
1,4199,0.04810666665434837
1,4249,0.09984464198350906
1,4299,0.2696335017681122
1,4349,0.4356609284877777
1,4399,0.2313484400510788
1,4449,0.0647973045706749
1,4499,0.15934906899929047
1,4549,0.8881016373634338
1,4599,0.054841298609972
1,4649,0.12224554270505905
1,4699,0.2986583709716797
1,4749,0.5438072085380554
1,4799,0.3479779064655304
1,4849,0.14609093964099884
1,4899,0.025855083018541336
1,4949,0.4375438988208771
1,4999,0.7784878015518188
1,5049,0.18196873366832733
1,5099,0.2245664745569229
1,5149,0.2461233288049698
1,5199,0.27189528942108154
1,5249,0.17582404613494873
1,5299,0.0915910080075264
